W,L,Seed,Goodput_Mbps,Retransmissions,Duration_Sec
64,1024,0,0.13981108266469658,7855,6000.000000084546
64,1024,1,0.13981108266469658,7745,6000.000000084546
64,1024,2,0.13981108266469658,8314,6000.000000084546
64,1024,3,0.13981108266469658,8158,6000.000000084546
64,1024,4,0.13981108266469658,7493,6000.000000084546
64,1024,5,0.13981108266469658,8209,6000.000000084546
64,1024,6,0.13981108266469658,8961,6000.000000084546
64,1024,7,0.13981108266469658,7441,6000.000000084546
64,1024,8,0.13981108266469658,8188,6000.000000084546
64,1024,9,0.13981108266469658,7951,6000.000000084546
64,2048,0,0.13981071999802994,3704,6000.000000084546
64,2048,1,0.13981071999802994,3772,6000.000000084546
64,2048,2,0.13981071999802994,5018,6000.000000084546
64,2048,3,0.13981071999802994,5115,6000.000000084546
64,2048,4,0.13981071999802994,3930,6000.000000084546
64,2048,5,0.13981071999802994,4673,6000.000000084546
64,2048,6,0.13981071999802994,4974,6000.000000084546
64,2048,7,0.13981071999802994,4540,6000.000000084546
64,2048,8,0.13981071999802994,4453,6000.000000084546
64,2048,9,0.13981071999802994,4643,6000.000000084546
64,4096,0,0.13981505066469654,6531,6000.000000084546
64,4096,1,0.13981505066469654,6925,6000.000000084546
64,4096,2,0.13981505066469654,7175,6000.000000084546
64,4096,3,0.13981505066469654,6632,6000.000000084546
64,4096,4,0.13981505066469654,6617,6000.000000084546
64,4096,5,0.13981505066469654,6803,6000.000000084546
64,4096,6,0.13981505066469654,6823,6000.000000084546
64,4096,7,0.13981505066469654,6657,6000.000000084546
64,4096,8,0.13981505066469654,6753,6000.000000084546
64,4096,9,0.13981505066469654,6911,6000.000000084546
